"","DISTRICT","BLOCK","HYDROGRAPH.STATION","TYPE.OF.STATION","YEAR","WELL.ID","LATITUDE","LONGITUDE","POSTMONSOON","RFL_TY","TEMP_TY","PCTCROPAREA_LY"
"48221","AGRA","BICHPURI","NAGLABASUA","P",2015,44,27.1534722222222,77.9184722222222,18.78,0.444167300171537,307.275973464966,0.844741235392321
"48222","AGRA","BICHPURI","DEHTORA","P",2015,45,27.1972222222222,77.9385555555556,30.18,0.444167300171537,307.275973464966,0.0100586756077117
"48223","AGRA","ETMADPUR","BARHAN PIEZO","P",2015,46,27.3298333333333,78.1938055555556,23.9,0.439684327042903,306.935836377767,0.815590947191952
"48224","AGRA","ETMADPUR","ETMADPUR","P",2015,47,27.2402777777778,78.2063888888889,NA,0.432295852212931,307.150399598471,0.761143818334735
"48225","AGRA","ETMADPUR","AGWAR","P",2015,48,27.2711111111111,78.1369444444444,34.93,0.444628557276162,307.000106466918,0.922370617696161
"48226","AGRA","ETMADPUR","CHAWLI","D",2015,49,27.2893611111111,78.1446111111111,33.81,0.444628557276162,307.000106466918,0.935672514619883
"48227","AGRA","ETMADPUR","KAISON KA BAS","D",2015,50,27.3621944444444,78.2226111111111,21.18,0.446254802113313,306.742037339713,0.968120805369128
"48228","AGRA","ETMADPUR","KURGAWAN","P",2015,51,27.3268333333333,78.2526666666667,23.18,0.432921545385065,306.906173259698,0.889261744966443
"48229","AGRA","ETMADPUR","DHARAIRA","P",2015,52,27.2454722222222,78.1555833333333,33.35,0.432295852212931,307.150399598471,0.965661641541039
"48230","AGRA","ETMADPUR","CHAMRAULA","D",2015,54,27.3956666666667,78.1936111111111,18.51,0.446254802113313,306.742037339713,0.921207041072926
"48231","AGRA","ETMADPUR","NAGALA BAIL","P",2015,55,27.3451388888889,78.1726388888889,25,0.439684327042903,306.935836377767,0.951464435146443
"48232","AGRA","ETMADPUR","BDO OFFICE","P",2015,56,27.23509,78.20268,25.78,0.432295852212931,307.150399598471,0.62173546756529
